Customer Name,Age,Satisfaction,Ticket_Count,Avg_Response_Hours,Avg_Resolution_Hours,High_Priority_Tickets,Cluster,PCA1,PCA2,Segment
Susan Bailey,33,,1,,,0,4,-0.5400946892231729,-0.24106030490658048,
Susan Bennett,43,5.0,1,9.0,1.0,0,2,-0.9842179643467547,-2.6988519446869494,Frequent Support Users
Susan Brown,48,1.0,1,12.0,7.0,0,3,-0.7013650583898906,0.8554407815781132,
Susan Carter,19,,1,19.0,,1,1,1.0067089074282205,-0.11683951520218332,High Value Satisfied Customers
Susan Chapman,51,4.0,1,1.0,12.0,0,3,-0.5270237814128845,-1.2808475697869401,
Susan Christensen,57,,1,,,0,3,-0.5592261341684764,0.37421290538358953,
Susan Collins,19,,1,,,1,1,1.002504918908973,-0.894489076765947,High Value Satisfied Customers
Susan Duncan,58,5.0,1,3.0,9.0,1,2,0.8660036290332479,-2.1699089565904113,Frequent Support Users
Susan Edwards,50,,1,,,1,1,0.9777934691879562,-0.09976118014114416,High Value Satisfied Customers
Susan Ford,42,,1,,,0,4,-0.5472689810776618,-0.010332851047766755,
Susan Gates,54,,1,9.0,,1,1,0.9733254202636781,-0.23389159861218897,High Value Satisfied Customers
Susan Gray,33,,1,,,0,4,-0.5400946892231729,-0.24106030490658048,
Susan Green MD,66,4.0,1,16.0,6.0,0,2,-0.7812776589709992,-0.16044749565971766,Frequent Support Users
Susan Griffith,58,,1,8.0,,0,3,-0.5618510988031891,0.06174078411795645,
Susan Herring,44,,1,,,0,3,-0.548863268156437,0.04093991647641409,
Susan Ingram,51,4.0,1,9.0,11.0,0,3,-0.5643906640168149,-0.6003261502085522,
Susan Jackson,35,,1,,,0,4,-0.5416889763019482,-0.18978753738239967,
Susan Kennedy,45,,1,23.0,,0,0,-0.5432630378621872,1.2499560678355366,Low Engagement Customers
Susan Lang,56,4.0,1,4.0,2.0,0,2,-0.9469009924511343,-2.1577579213330185,Frequent Support Users
Susan Lee,56,,1,0.0,,1,1,0.9667960162275253,-1.0955117946628614,High Value Satisfied Customers
Susan Maddox,27,,1,7.0,,1,1,0.9937516031699495,-1.1289390632052643,High Value Satisfied Customers
Susan Martin,19,4.0,1,17.0,21.0,0,6,-0.11695876780052623,0.7001599063525724,
Susan Medina,25,3.0,1,18.0,21.0,1,7,1.4189142321904011,1.244936160743524,
Susan Morrison,20,2.0,1,1.0,1.0,0,4,-0.9442666846158082,-2.3478147847809874,
Susan Morrow,25,,1,22.0,,0,0,-0.5278685134030318,0.6357958410854111,Low Engagement Customers
Susan Rowe PhD,53,,1,20.0,,0,0,-0.5512852251630809,1.1507494834073089,Low Engagement Customers
Susan Scott,43,,1,18.0,,0,0,-0.5444104824263994,0.6915205427697705,Low Engagement Customers
Susan Smith,59,,2,18.0,,1,5,3.6039984611194864,0.8258783522539141,
Susan Sparks,22,,1,3.0,,0,4,-0.5358956630282213,-1.3683317888588835,
Susan Stewart,29,,1,8.0,,1,1,0.9927056624197718,-0.9762337441727663,High Value Satisfied Customers
Susan Walters,30,,1,,,1,1,0.9937363399757091,-0.6124888553829524,High Value Satisfied Customers
Susan Warner,35,4.0,1,16.0,2.0,0,2,-0.9235808221808238,-1.4789313622371134,Frequent Support Users
Susan Washington,26,2.0,1,15.0,19.0,0,7,-0.1898069390629819,1.5829611036946605,
Susan Webster,39,,1,,,0,4,-0.5448775504594988,-0.08724200233403799,
Suzanne Brown,64,,1,22.0,,0,0,-0.5589571114391501,1.6356148078069375,Low Engagement Customers
Suzanne Gonzalez,51,,1,,,1,1,0.9769963256485685,-0.07412479637905373,High Value Satisfied Customers
Suzanne Harris,46,,1,16.0,,0,0,-0.5478986057017574,0.5655645910394078,Low Engagement Customers
Suzanne Hart,47,,1,14.0,,1,1,0.981647156682379,0.09381647259476333,High Value Satisfied Customers
Suzanne Holmes,28,,1,5.0,,1,1,0.9918577669733669,-1.3061677824598077,High Value Satisfied Customers
Suzanne Johnson,68,1.0,1,4.0,18.0,0,7,-0.2624045142466091,1.9970369621230153,
Suzanne Miller,39,2.0,1,17.0,4.0,0,0,-0.8253779109084823,0.15501430829624727,Low Engagement Customers
Suzanne Patton,44,3.0,1,23.0,16.0,0,0,-0.33369762815924764,1.8790146465141868,Low Engagement Customers
Suzanne Peters,42,5.0,1,22.0,21.0,1,6,1.3902203446993275,0.9183952917319436,
Suzanne Potter,62,,1,17.0,,0,0,-0.5601045560033622,1.0771792827411715,Low Engagement Customers
Sydney Chavez,18,,1,,,0,4,-0.5281375361323583,-0.6256060613379367,
Sydney Hawkins,67,,1,,,1,1,0.9642420290183662,0.33605734381439295,High Value Satisfied Customers
Sydney Rogers,44,,1,,,0,3,-0.548863268156437,0.04093991647641409,
Sydney Wagner,44,,1,15.0,,0,0,-0.5468526649515796,0.4128592720069098,Low Engagement Customers
Sylvia Russell,53,,1,0.0,,0,3,-0.5622521517350308,-0.8779015467590319,
Tabitha Potter,69,,1,,,0,3,-0.5687918566411282,0.6818495105286746,
Tamara Brooks,63,,1,6.0,,0,3,-0.5669335091573223,-0.012942400088225463,
Tamara Davis,45,3.0,1,12.0,18.0,0,7,-0.25701927484778697,1.0507709486610863,
Tamara Ferguson DVM,21,1.0,1,15.0,23.0,1,7,1.5213009064634537,2.2680605551468926,
Tamara Fowler,49,,1,,,0,3,-0.5528489858533753,0.16912183528686617,
Tamara Hahn,27,,1,19.0,,0,0,-0.5311078394675995,0.38277095408464085,Low Engagement Customers
Tamara Jacobson,41,1.0,1,2.0,2.0,1,1,0.621402815517015,-1.2875537814705316,High Value Satisfied Customers
Tamara Mason,64,,1,21.0,,0,0,-0.5595054577677475,1.5341822562986203,Low Engagement Customers
Tamara Nelson,45,,1,22.0,,0,0,-0.5438113841907848,1.1485235163272196,Low Engagement Customers
Tamara Olson,18,4.0,1,7.0,23.0,0,6,-0.03813778108169277,-0.07792400751639215,
Tami Armstrong,56,5.0,1,1.0,14.0,0,6,-0.4561701089623389,-1.4748324655003848,
Tami Elliott,48,4.0,1,11.0,13.0,0,6,-0.47739523427603625,-0.21249221350189307,
Tami Henderson,50,1.0,1,23.0,13.0,0,0,-0.446405616457831,2.8081055706226703,Low Engagement Customers
Tami Young,65,3.0,1,9.0,13.0,0,3,-0.4833754507848844,0.6045060069372027,
Tammie Carter,58,,1,,,0,3,-0.5600232777078641,0.3998492891456799,
Tammie Oneill,65,1.0,1,21.0,23.0,1,7,1.4895166687019823,4.004656749728773,
Tammy Baker,44,,1,,,0,3,-0.548863268156437,0.04093991647641409,
Tammy Carroll,24,,1,12.0,,0,4,-0.5325548331496192,-0.40416605775984965,
Tammy Cobb,64,,1,,,0,3,-0.56480613894419,0.5536675917182224,
Tammy Cortez,63,,1,17.0,,0,0,-0.5609016995427498,1.102815666503262,Low Engagement Customers
Tammy Davis,58,,1,,,0,3,-0.5600232777078641,0.3998492891456799,
Tammy Dennis,53,,1,,,0,3,-0.5560375600109259,0.2716673703352278,
Tammy Estes,37,,1,9.0,,0,4,-0.544562738147451,-0.37519072337762527,
Tammy Garcia,37,,1,20.0,,0,0,-0.5385309285328785,0.7405673432138621,Low Engagement Customers
Tammy Gray,31,,1,,,1,1,0.9929391964363214,-0.5868524716208621,High Value Satisfied Customers
Tammy Henderson,27,,1,10.0,,1,1,0.995396642155742,-0.8246414086803131,High Value Satisfied Customers
Tammy Hernandez,70,,1,15.0,,0,3,-0.5675783969756584,1.0794052498212607,
Tammy Johnson,25,,1,10.0,,1,1,0.9969909292345173,-0.875914176204494,High Value Satisfied Customers
Tammy Kirby,67,,1,,,0,3,-0.5671975695623529,0.6305767430044937,
Tammy Lopez,23,,1,18.0,,0,0,-0.5284676116386465,0.17879286752796217,Low Engagement Customers
Tammy Orozco,28,2.0,1,12.0,23.0,0,7,-0.026031652196708083,1.8536921866464828,
Tammy Price,20,,1,,,0,4,-0.5297318232111335,-0.5743332938137559,
Tammy Pruitt,33,,1,,,0,4,-0.5400946892231729,-0.24106030490658048,
Tammy Reid,23,,1,17.0,,0,4,-0.529015957967244,0.07736031601964515,
Tammy Rivers MD,68,,1,,,0,3,-0.5679947131017405,0.6562131267665842,
Tammy Sanchez,28,4.0,1,12.0,5.0,0,2,-0.794933243021369,-1.6712992771405697,Frequent Support Users
Tammy Scott,44,3.0,1,23.0,18.0,0,0,-0.25019032169382677,2.1408926314904835,Low Engagement Customers
Tammy Stevenson,63,,1,18.0,,1,1,0.9710862453665667,0.9097288188214783,High Value Satisfied Customers
Tammy Williams,30,,1,11.0,,0,4,-0.5378860407145425,-0.3517803066956241,
Tammy Wolf,55,,1,19.0,,1,1,0.9780117400102654,0.8060703002330718,High Value Satisfied Customers
Tammy Wright,24,,1,,,0,4,-0.5329203973686841,-0.4717877587653943,
Tanner Conley,66,,1,23.0,,0,0,-0.5600030521893278,1.7883201268394353,Low Engagement Customers
Tanner Palmer,44,,1,15.0,,0,0,-0.5468526649515796,0.4128592720069098,Low Engagement Customers
Tanya Cohen,35,,1,,,1,1,0.9897506222787709,-0.4843069365725004,High Value Satisfied Customers
Tanya Grant,61,2.0,1,7.0,11.0,0,3,-0.5561229594320127,0.6212621833961033,
Tanya Gross,44,,1,10.0,,0,3,-0.549594396594567,-0.09430348553467537,
Tanya Hill,30,,1,,,0,4,-0.53770325860501,-0.3179694561928517,
Tanya Martinez,53,,1,,,0,3,-0.5560375600109259,0.2716673703352278,
Tanya Meyer,26,,1,15.0,,0,4,-0.532504081242602,-0.04859563571071772,
Tanya Murray,68,1.0,1,15.0,14.0,0,7,-0.42338731756287823,2.5890390587619097,
Tanya Powell,34,4.0,1,4.0,3.0,0,2,-0.8876101813518957,-2.5908193716108596,Frequent Support Users
Tanya Smith,48,,1,10.0,,1,1,0.9786566278286014,-0.28627734967641444,High Value Satisfied Customers
Tara Chavez,63,1.0,1,19.0,21.0,0,7,-0.12493264192257715,3.783160293401763,
Tara Foster,46,1.0,1,0.0,1.0,0,3,-0.9568728466505477,-1.1986565589747609,
Tara Franklin,20,,1,,,1,1,1.0017077753695856,-0.8688526930038566,High Value Satisfied Customers
Tara Guerra,27,,1,,,0,4,-0.5353118279868471,-0.39487860747912296,
Tara Guzman,37,5.0,1,1.0,7.0,1,2,0.7981396442377727,-3.173016103587241,Frequent Support Users
Tara Krueger,28,,1,,,0,4,-0.5361089715262347,-0.3692422237170325,
Tara Pratt,51,,1,13.0,,0,3,-0.5535293623844881,0.3894488553249087,
Tara Roberts,65,,1,5.0,,0,3,-0.5690761425646951,-0.06310218407236175,
Tara Santos,36,1.0,1,1.0,20.0,0,7,-0.15503365350657608,1.134253012187467,
Tara Stevenson,44,1.0,1,0.0,1.0,0,3,-0.9552785595717724,-1.2499293264989417,
Tara Torres,46,2.0,1,3.0,13.0,0,3,-0.46285188519016723,0.09286420590777539,
Tara Williams,24,2.0,1,1.0,17.0,1,1,1.2520427915307266,-0.444764769112356,High Value Satisfied Customers
Tasha Price,40,2.0,1,0.0,11.0,1,1,0.9882182291756645,-0.9216491353561153,High Value Satisfied Customers
Tasha Sparks,19,,1,,,0,4,-0.5289346796717459,-0.5999696775758463,
Taylor Alvarez,46,1.0,1,17.0,6.0,1,1,0.7926569056798809,0.8858723799172685,High Value Satisfied Customers
Taylor Blake,28,,1,12.0,,1,1,0.9956961912735494,-0.5961399219015886,High Value Satisfied Customers
Taylor Burnett,57,2.0,1,2.0,1.0,0,3,-0.9732126492445536,-1.297836034075325,
Taylor Cohen,43,,1,22.0,,1,1,0.9892225014687096,0.802731349612938,High Value Satisfied Customers
Taylor Griffin,55,,1,,,0,3,-0.5576318470897011,0.32294013785940867,
Taylor Johnson,62,,1,,,0,3,-0.5632118518654147,0.5023948241940417,
Taylor Koch,59,,1,7.0,,0,3,-0.5631965886711743,-0.014055383628270164,
Taylor Montoya,22,,1,12.0,,0,4,-0.5309605460708439,-0.4554388252840305,
Taylor Murray,44,5.0,1,18.0,14.0,0,6,-0.4372824989035296,-0.058115695004080245,
Taylor Powell,35,,1,,,0,4,-0.5416889763019482,-0.18978753738239967,
Taylor Ramirez,22,4.0,1,14.0,9.0,1,1,0.9094005223837126,-1.3930159059339862,High Value Satisfied Customers
Taylor Rollins,64,4.0,1,5.0,7.0,0,3,-0.743961528274086,-1.1965393372872377,
Taylor Sanchez,49,,1,,,0,3,-0.5528489858533753,0.16912183528686617,
Taylor Singleton,22,,1,5.0,,1,1,0.9966406282096928,-1.4599860850323503,High Value Satisfied Customers
Taylor Taylor,32,,1,16.0,,0,0,-0.5367385961503303,0.2066552183701418,Low Engagement Customers
Taylor Thompson,26,,1,6.0,,0,4,-0.5374391981999794,-0.9614885992855708,
Taylor Wilson,32,2.0,1,22.0,8.0,1,1,0.8813980370217793,0.7119589502656916,High Value Satisfied Customers
Taylor Zimmerman,21,,1,21.0,,0,0,-0.5252282855740787,0.4318177545287324,Low Engagement Customers
Teresa Aguirre,43,,1,10.0,,0,4,-0.5487972530551793,-0.11993986929676577,
Teresa Baker,69,5.0,1,14.0,18.0,0,6,-0.2923898597717692,0.700819662967505,
Teresa Barnes MD,66,4.0,1,4.0,8.0,1,1,0.8270890901319706,-1.4102795279733262,High Value Satisfied Customers
Teresa Carr,18,4.0,1,19.0,8.0,1,1,0.8735771749515402,-1.119337675928911,High Value Satisfied Customers
Teresa Castillo,37,,1,4.0,,0,4,-0.5473044697904386,-0.8823534809192104,
Teresa Contreras,69,,1,18.0,,0,0,-0.5651362144504782,1.3580665205841214,Low Engagement Customers
Teresa Davenport,32,,1,,,0,4,-0.5392975456837853,-0.2666966886686709,
Teresa Foley,30,,1,,,1,1,0.9937363399757091,-0.6124888553829524,High Value Satisfied Customers
Teresa Glover,37,,1,19.0,,0,0,-0.539079274861476,0.639134791705545,Low Engagement Customers
Teresa Guerrero,51,,1,,,0,3,-0.5544432729321506,0.220394602811047,
Teresa Hayes,31,,1,,,0,4,-0.5385004021443976,-0.29233307243076134,
Teresa Hill,37,3.0,1,13.0,15.0,0,4,-0.37535473990221946,0.5542954526082357,
Teresa Hines,23,,1,3.0,,1,1,0.9947467920131101,-1.637214804286894,High Value Satisfied Customers
Teresa Hughes,67,,1,,,0,3,-0.5671975695623529,0.6305767430044937,
Teresa Jimenez,25,4.0,2,5.0,17.0,0,5,2.334387243684506,-0.8682733106464844,
Teresa Jones,46,4.0,1,19.0,22.0,1,6,1.4358083011066316,1.4316269642436952,
Teresa Lambert,22,,1,,,0,4,-0.5313261102899088,-0.523060526289575,
Teresa Medina,49,5.0,1,17.0,20.0,0,6,-0.19129464353280295,0.754267627226944,
Teresa Moore,53,,1,,,0,3,-0.5560375600109259,0.2716673703352278,
Teresa Nguyen,52,,1,16.0,,1,1,0.9787581316426358,0.4248634944218494,High Value Satisfied Customers
Teresa Patton,46,,1,,,1,1,0.9809820433455068,-0.20230671518950583,High Value Satisfied Customers
Teresa Rivera,32,4.0,1,23.0,3.0,0,0,-0.8755973140297679,-0.7148736604770172,Low Engagement Customers
Teresa Ross,39,,1,6.0,,1,1,0.9836375343687003,-0.9227350095684963,High Value Satisfied Customers
Teresa Vasquez,57,4.0,1,3.0,11.0,0,3,-0.5724636032247258,-1.0551031566859117,
Teresa White,19,,1,,,0,4,-0.5289346796717459,-0.5999696775758463,
Teresa Woods,37,,1,,,0,4,-0.5432832633807235,-0.13851476985821884,
Terrance Turner,64,4.0,1,6.0,14.0,0,3,-0.4511376093165157,-0.17853383836188347,
Terrance Whitehead,32,,1,18.0,,0,0,-0.5356419034931353,0.4095203213867759,Low Engagement Customers
Terrence Garrett,46,,1,,,0,3,-0.5504575552352123,0.09221268400059492,
Terri Bartlett,70,5.0,1,16.0,6.0,1,2,0.7383054491342325,-0.9364661593016494,Frequent Support Users
Terri Garcia,50,4.0,1,21.0,14.0,0,0,-0.43175240483612615,0.9840450615936062,Low Engagement Customers
Terri Guzman,34,2.0,1,11.0,5.0,1,1,0.7485109806303004,-0.7453433262660594,High Value Satisfied Customers
Terri Hill,24,,1,,,1,1,0.998519201212035,-0.766307157955495,High Value Satisfied Customers
Terri Howard,48,3.0,1,15.0,13.0,1,1,1.0649056659370095,0.482763392841467,High Value Satisfied Customers
Terri Jackson,50,2.0,1,23.0,10.0,1,1,0.9511051061068201,1.5367243944679323,High Value Satisfied Customers
Terri Johnson,41,5.0,1,19.0,7.0,1,2,0.8048213039949771,-1.2446846413891723,Frequent Support Users
Terri Mcgrath,48,5.0,1,4.0,13.0,1,6,1.0415380236865635,-1.8010842727504057,
Terri Warren,54,,1,,,0,3,-0.5568347035503135,0.29730375409731824,
Terry Blackwell,69,,1,,,0,3,-0.5687918566411282,0.6818495105286746,
Terry Buchanan,66,,1,,,0,3,-0.5664004260229653,0.6049403592424033,
Terry Cook,41,,1,,,0,4,-0.5464718375382741,-0.03596923480985717,
Terry Cross,44,,1,,,1,1,0.982576330424282,-0.25357948271368663,High Value Satisfied Customers
Terry Flores,28,,1,1.0,,1,1,0.9896643816589769,-1.7118979884930758,High Value Satisfied Customers
Terry Haney,51,4.0,1,18.0,5.0,0,2,-0.8099774664556999,-0.47306714156258795,Frequent Support Users
Terry Johnson,46,,1,,,0,3,-0.5504575552352123,0.09221268400059492,
Terry Kelley,70,3.0,1,17.0,1.0,0,0,-0.9840182366455674,-0.02711957204358705,Low Engagement Customers
Terry Miller,32,,1,0.0,,1,1,0.9859274611728288,-1.710785004953031,High Value Satisfied Customers
Terry Morales,47,,1,19.0,,0,0,-0.5470507102553526,0.8954986293264491,Low Engagement Customers
Terry Ortega,45,1.0,1,12.0,17.0,0,7,-0.2814370954446237,2.087921555173324,
Terry Perez,23,,1,0.0,,0,4,-0.5383378455534015,-1.6469930596217441,
Terry Sims,70,5.0,1,23.0,7.0,0,2,-0.7475420719135937,0.19902009293481854,Frequent Support Users
Terry Wilson,40,,1,,,1,1,0.9857649045818326,-0.3561250177620483,High Value Satisfied Customers
Terry Wright,68,1.0,1,13.0,21.0,0,7,-0.13220843759110038,3.302746903162313,
Terry Young,40,,1,5.0,,0,4,-0.5491475540800039,-0.7040117781246221,
Theodore Banks MD,19,,1,8.0,,0,4,-0.5307625007670709,-0.9380781826035698,
Theodore Rojas,60,1.0,1,0.0,13.0,0,3,-0.4669890174094499,0.7315207235522829,
Theodore Sanford,48,,1,11.0,,0,3,-0.5522346244235201,0.10967460102200335,
Theresa Adams MD,43,,1,4.0,,1,1,0.9793522675539547,-1.0230545775367685,High Value Satisfied Customers
Theresa Bowen,41,,1,,,1,1,0.984967761042445,-0.3304886339999579,High Value Satisfied Customers
Theresa Cole MD,52,,1,,,1,1,0.9761991821091809,-0.04848841261696332,High Value Satisfied Customers
Theresa Duran,29,,1,8.0,,0,4,-0.5387339361609473,-0.6817143449826656,
Theresa Gordon,53,1.0,1,0.0,17.0,1,7,1.2370451988778242,0.781302607980142,
Theresa Holt,33,,1,,,0,4,-0.5400946892231729,-0.24106030490658048,
Theresa King,50,,1,3.0,,0,3,-0.5582156821310754,-0.650513043520352,
Theresa Lopez,52,,1,14.0,,0,3,-0.5537781595952782,0.5165177905953162,
Theresa Rivera,53,1.0,1,1.0,23.0,0,7,-0.04332413397803489,1.9628885136074485,
Theresa Stevenson,36,2.0,1,3.0,7.0,0,4,-0.7054023691925532,-0.9491335866420179,
Thomas Allen,23,,1,3.0,,0,4,-0.536692806567609,-1.3426954050967932,
Thomas Barnett,59,4.0,1,23.0,20.0,0,6,-0.18730808463715753,2.2032715733979433,
Thomas Barron,29,,1,22.0,,0,0,-0.5310570875605823,0.7383413761337728,Low Engagement Customers
Thomas Becker,52,,1,19.0,,0,0,-0.5510364279522908,1.0236805481369013,Low Engagement Customers
Thomas Bennett,53,1.0,1,3.0,18.0,0,7,-0.2509957074843919,1.511058654183342,
Thomas Brown,47,4.0,1,20.0,22.0,0,6,-0.09588009468487742,1.8532152987042034,
Thomas Buckley,23,,1,14.0,,0,4,-0.5306609969530365,-0.2269373385053059,
Thomas Carr,63,,1,23.0,,0,0,-0.5576116215711648,1.7114109755531641,Low Engagement Customers
Thomas Chang,37,2.0,1,18.0,7.0,1,1,0.8334652807777407,0.3034716705547272,High Value Satisfied Customers
Thomas Contreras,41,,1,1.0,,0,4,-0.5521380829337816,-1.0841056003957998,
Thomas Dougherty,36,,1,,,0,4,-0.5424861198413359,-0.16415115362030927,
Thomas Fields,32,,1,,,1,1,0.9921420528969338,-0.5612160878587716,High Value Satisfied Customers
Thomas Forbes,26,,1,,,0,4,-0.5345146844474594,-0.42051499124121344,
Thomas Ford,21,,1,,,0,4,-0.5305289667505212,-0.5486969100516654,
Thomas Frost,25,,1,19.0,,0,0,-0.5295135523888242,0.33149818656046,Low Engagement Customers
Thomas Garcia,42,4.0,1,18.0,22.0,0,6,-0.09299106964513416,1.5221682768771174,
Thomas Garner,34,,1,19.0,,0,0,-0.5366878442433131,0.5622256404192738,Low Engagement Customers
Thomas Garrison,39,,1,8.0,,0,4,-0.5467053715548238,-0.42535050736176144,
Thomas Gates,38,4.0,1,22.0,8.0,0,0,-0.6721602554311393,-0.00779294697205077,Low Engagement Customers
Thomas Gray,58,,2,,,0,5,2.069700363887505,0.4185443576264776,
Thomas Hall,55,3.0,1,0.0,15.0,0,3,-0.3968318258829646,-0.30287280928225835,
Thomas Harris,27,,1,12.0,,0,4,-0.5349462637677821,-0.3272569064735783,
Thomas Hebert,40,,1,,,0,4,-0.5456746939988865,-0.06160561857194756,
Thomas Kidd,67,2.0,1,1.0,20.0,1,7,1.343026579035189,1.0504167101219766,
Thomas King,35,2.0,1,12.0,1.0,1,1,0.5812475704886686,-1.1420303609482447,High Value Satisfied Customers
Thomas Martin,55,,1,22.0,,0,0,-0.5517828195846612,1.4048873539481237,Low Engagement Customers
Thomas Martinez,34,,1,,,0,4,-0.5408918327625606,-0.21542392114449005,
Thomas Mcfarland,48,,1,14.0,,0,3,-0.5505895854377276,0.4139722555469545,
Thomas Mitchell,68,,1,12.0,,1,1,0.9638104496980435,0.4293154285820279,High Value Satisfied Customers
Thomas Montes,45,,1,,,1,1,0.9817791868848944,-0.22794309895159623,High Value Satisfied Customers
Thomas Nunez,26,,1,8.0,,0,4,-0.5363425055427844,-0.7586234962689369,
Thomas Ortiz,47,,1,,,1,1,0.9801848998061191,-0.17667033142741542,High Value Satisfied Customers
Thomas Price,64,,1,4.0,,0,3,-0.568827345353905,-0.19017111934276915,
Thomas Prince,20,,1,,,0,4,-0.5297318232111335,-0.5743332938137559,
Thomas Ray,34,5.0,1,0.0,17.0,0,6,-0.3139203377262769,-1.7474484823102463,
Thomas Rios,56,5.0,1,1.0,14.0,1,6,1.07526948961838,-1.7693518646904856,
Thomas Robinson,68,,1,,,0,3,-0.5679947131017405,0.6562131267665842,
Thomas Smith,24,1.0,3,12.666666666666666,23.0,1,5,6.777077284269303,2.145683889875353,
Thomas Soto MD,69,2.0,1,5.0,21.0,0,7,-0.14606026807720487,1.9328780753576744,
Thomas Stanley,54,,1,17.0,,0,0,-0.553727407688261,0.872088212644448,Low Engagement Customers
Thomas Stevens,42,,1,5.0,,1,1,0.9806977574219399,-0.947258409790542,High Value Satisfied Customers
Thomas Stone,57,4.0,1,5.0,3.0,0,2,-0.905396136429214,-1.8997499935744633,Frequent Support Users
Thomas Thomas,49,5.0,1,11.0,12.0,0,6,-0.5286139473660711,-0.9018396217281435,
Thomas Torres,61,3.0,1,13.0,17.0,0,3,-0.3109788783821022,1.4314466478747019,
Thomas Ward,59,1.0,1,8.0,12.0,0,7,-0.5035587564739926,1.3864057593685803,
Thomas Watson,55,,1,,,0,3,-0.5576318470897011,0.32294013785940867,
Thomas West,25,5.0,1,9.0,11.0,1,2,0.9791067502700461,-2.1454363267131966,Frequent Support Users
Thomas Wheeler,59,,1,22.0,,0,0,-0.5549713937422118,1.5074328889964854,Low Engagement Customers
Thomas Wolf,48,,1,8.0,,0,3,-0.5538796634093126,-0.19462305350294767,
Thomas Wright,18,,1,22.0,,1,1,1.0091510899534006,0.16182175556067746,High Value Satisfied Customers
Tiffany Chen,43,,1,21.0,,1,1,0.9886741551401121,0.7012987981046208,High Value Satisfied Customers
Tiffany Cortez,27,,1,2.0,,0,4,-0.540429727053757,-1.3415824215567485,
Tiffany Davis,36,,1,10.0,,0,4,-0.5432172482794658,-0.29939455563139866,
Tiffany Dyer,61,,1,,,0,3,-0.562414708326027,0.4767584404319512,
Tiffany Floyd,33,,1,9.0,,0,4,-0.5413741639899005,-0.47773625842598694,
Tiffany Gomez,55,,1,13.0,,1,1,0.9747216620386804,0.19747499118316963,High Value Satisfied Customers
Tiffany Gonzales,70,,1,19.0,,0,0,-0.5653850116612684,1.4851354558545287,Low Engagement Customers
Tiffany Harper,45,,1,,,0,3,-0.5496604116958247,0.0665763002385045,
Tiffany Hicks,18,,1,,,0,4,-0.5281375361323583,-0.6256060613379367,
Tiffany Johnson,56,,1,,,0,3,-0.5584289906290888,0.3485765216214991,
Tiffany Key,53,,1,,,0,3,-0.5560375600109259,0.2716673703352278,
Tiffany Mayo,61,5.0,1,10.0,16.0,0,6,-0.37171340323647883,-0.1718795981387829,
Tiffany Mcfarland,28,,1,,,0,4,-0.5361089715262347,-0.3692422237170325,
Tiffany Mitchell,20,,1,,,1,1,1.0017077753695856,-0.8688526930038566,High Value Satisfied Customers
Tiffany Moore,56,5.0,1,10.0,4.0,0,2,-0.8687715243320654,-1.871329426807013,Frequent Support Users
Tiffany Nicholson,44,4.0,1,2.0,13.0,0,3,-0.47914177707586314,-1.227930712125108,
Tiffany Oliver,36,,1,,,1,1,0.9889534787393832,-0.45867055281041,High Value Satisfied Customers
Tiffany Pena,68,,1,,,0,3,-0.5679947131017405,0.6562131267665842,
Tiffany Perkins,19,2.0,1,18.0,5.0,1,1,0.7643065580212975,-0.4198612221391965,High Value Satisfied Customers
Tiffany Reid,24,,1,7.0,,0,4,-0.5352965647926066,-0.9113288153014348,
Tiffany Rubio,67,,1,,,1,1,0.9642420290183662,0.33605734381439295,High Value Satisfied Customers
Tiffany Russo,49,,1,,,0,3,-0.5528489858533753,0.16912183528686617,
Tiffany Schmidt,65,3.0,1,19.0,10.0,1,1,0.9282866513836785,0.9314951453658276,High Value Satisfied Customers
Tiffany Stephenson,52,,1,,,0,3,-0.5552404164715382,0.2460309865731374,
Tiffany Williams,32,,1,20.0,,0,0,-0.5345452108359403,0.6123854244034099,Low Engagement Customers
Tiffany Wilson,18,,1,5.0,,0,4,-0.5316103962134757,-1.2680122208906113,
Tim Solis,64,,1,,,0,3,-0.56480613894419,0.5536675917182224,
Timothy Anderson,24,5.0,1,22.0,9.0,0,2,-0.6279145089649387,-0.8198081266533613,Frequent Support Users
Timothy Arellano,36,3.0,1,1.0,8.0,1,1,0.8580262736457445,-1.8996238958607972,High Value Satisfied Customers
Timothy Baker,42,4.0,2,7.5,16.0,0,5,2.280453016103699,-0.309812400408303,
Timothy Bell,22,,1,,,0,4,-0.5313261102899088,-0.523060526289575,
Timothy Benson,18,,1,6.0,,0,4,-0.5310620498848783,-1.1665796693822943,
Timothy Blanchard,30,5.0,1,5.0,2.0,0,2,-0.9342948304163948,-3.3069161471392454,Frequent Support Users
Timothy Brady,68,,1,18.0,,0,0,-0.5643390709110906,1.332430136822031,Low Engagement Customers
Timothy Brown,18,2.0,1,19.0,23.0,0,7,-0.014221792502649128,2.307356209583798,
Timothy Clark,64,,1,,,1,1,0.9666334596365291,0.25914819252812166,High Value Satisfied Customers
Timothy Curry,40,,1,,,1,1,0.9857649045818326,-0.3561250177620483,High Value Satisfied Customers
Timothy Davis,60,,1,,,0,3,-0.5616175647866394,0.45112205666986077,
Timothy Edwards,26,,1,,,0,4,-0.5345146844474594,-0.42051499124121344,
Timothy Ford,41,,1,15.0,,0,0,-0.5444612343334166,0.3359501207206385,Low Engagement Customers
